"pctgood","acres","exval","occupancy","location"
NA,"0.09",NA,NA,"168 SCRANTON ST"
"78","0.06",NA,"1","166 SCRANTON ST"
"68","0.06",NA,"1","164 SCRANTON ST"
NA,"0.05",NA,NA,"162 SCRANTON ST"
"68","0.05",NA,"1","160 SCRANTON ST"
"68","0.11",NA,"3","52 SHERMAN AV"
NA,NA,NA,NA,NA
"78","0.19",NA,"1","46 SHERMAN AV"
NA,"0.09",NA,NA,"42 SHERMAN AV"
NA,"0.22",NA,NA,"SHERMAN AV"
"78","0.15",NA,"3","177 WINTHROP AV"
"68","0.17",NA,"3","181 WINTHROP AV"
"68","0.08",NA,"3","185 WINTHROP AV"
"68","0.07",NA,"2","187 WINTHROP AV"
"55","0.07",NA,"2","189 WINTHROP AV"
"68","0.06",NA,"1","191 WINTHROP AV"
"68","0.07",NA,"2","176 WINTHROP AV"
NA,"4.8",NA,NA,"32 PARMELEE AV"
NA,"0.13",NA,NA,"786 LEGION AV"
NA,"0.21",NA,NA,"780 LEGION AV"
NA,"0.03",NA,NA,"LEGION AV"
"68","0.1",NA,"3","758 LEGION AV"
NA,"0.1",NA,NA,"LEGION AV"
"68","0.09",NA,"2","750 LEGION AV"
"68","0.09","3200","3","744 LEGION AV"
"68","0.1",NA,"3","736 LEGION AV"
"78","0.11",NA,"2","100 PORTER ST"
"78","0.11",NA,"1","96 PORTER ST"
"78","0.11",NA,"1","92 PORTER ST"
"78","0.11","2400","1","88 PORTER ST"
"78","0.29",NA,"1","82 PORTER ST"
"68","0.1",NA,"1","78 PORTER ST"
"78","0.09","3700","2","76 PORTER ST"
"68","0.14",NA,"1","74 PORTER ST"
"68","0.14","3200","1","56 PORTER ST"
NA,"0.07",NA,NA,"PORTER ST"
"78","0.13",NA,"1","50 PORTER ST"
"78","0.13",NA,"1","46 PORTER ST"
"78","0.13",NA,"1","40 PORTER ST"
"20","2.7","32900","120","915 ELLA T GRASSO BLVD"
"78","0.19",NA,"2","945 ELLA T GRASSO BLVD"
"78","0.14",NA,"1","951 ELLA T GRASSO BLVD"
"68","0.15",NA,"1","957 ELLA T GRASSO BLVD"
"68","0.18",NA,"1","963 ELLA T GRASSO BLVD"
"78","0.19",NA,"1","967 ELLA T GRASSO BLVD"
"78","0.21",NA,"1","973 ELLA T GRASSO BLVD"
"50","1.3",NA,"42","977 ELLA T GRASSO BLVD"
NA,"0.09",NA,NA,"999 ELLA T GRASSO BLVD"
"68","0.09",NA,"3","716 LEGION AV"
"68","0.09",NA,"3","708 LEGION AV"
"78","0.09",NA,"3","700 LEGION AV"
"68","0.11",NA,"3","694 LEGION AV"
"10","0.05",NA,"1","6 EVERGREEN #CT"
NA,"0.06",NA,NA,"8 EVERGREEN #CT"
NA,"0.1",NA,NA,"EVERGREEN #CT"
NA,"0.05",NA,NA,"EVERGREEN #CT"
NA,NA,NA,NA,NA
"68","0.27",NA,"1","16 EVERGREEN #CT"
"68","0.14",NA,"2","684 LEGION AV"
"78","0.14",NA,"4","672 LEGION AV"
"68","0.1",NA,"1","68 TYLER ST"
"68","0.08",NA,"1","64 TYLER ST"
"68","0.09",NA,"1","60 TYLER ST"
"68","0.08",NA,"2","54 TYLER ST"
"68","0.08",NA,"1","52 TYLER ST"
"68","0.1",NA,"1","50 TYLER ST"
"68","0.09",NA,"1","46 TYLER ST"
"55","0.07",NA,"1","44 TYLER ST"
"68","0.16","3200","1","36 TYLER ST"
"68","0.11",NA,"2","32 TYLER ST"
"68","0.13",NA,"2","26 TYLER ST"
"96","0.09",NA,"1","22 TYLER ST"
"68","0.09",NA,"1","18 TYLER ST"
"78","0.11",NA,"1","16 TYLER ST"
"78","0.37",NA,"1","12 TYLER ST"
NA,"0.06",NA,NA,"TYLER ST"
"55","0.17",NA,"1","10 TYLER ST"
"78","0.25",NA,"1","21 PORTER ST"
"68","0.22",NA,"1","29 PORTER ST"
"68","0.21",NA,"2","31 PORTER ST"
"72","0.11",NA,"1","49 PORTER ST"
"68","0.12","3200","1","51 PORTER ST"
"78","0.12","3700","2","55 PORTER ST"
"68","0.11",NA,"1","59 PORTER ST"
NA,"0.12",NA,NA,"PORTER ST"
"68","0.27",NA,"1","73 PORTER ST"
"68","0.1","3200","2","77 PORTER ST"
"78","0.09",NA,"1","83 PORTER ST"
"68","0.08",NA,"1","85 PORTER ST"
"68","0.18",NA,"2","93 PORTER ST"
"90","0.12",NA,"1","97 PORTER ST"
NA,"0.13",NA,NA,"SHERMAN AV"
NA,"25",NA,NA,"CHAPEL ST"
"68","0.09",NA,"3","1672 CHAPEL ST"
"68","0.09",NA,"3","1668 CHAPEL ST"
"68","0.11",NA,"3","1664 CHAPEL ST"
"68","0.11",NA,"3","1660 CHAPEL ST"
"68","0.11",NA,"3","1656 CHAPEL ST"
"68","0.12",NA,"2","1266 ELLA T GRASSO BLVD"
NA,"16.31",NA,NA,"45 YALE AV"
"92","0","31600","2","45 YALE AV"
"65","27",NA,"1","540 EDGEWOOD AV"
"78","0.11","3700","1","23 PENDLETON ST"
"78","0.16","3700","1","244 MAPLE ST"
"90","0.14","4200","1","32 HOBART ST"
"78","0.14","3700","1","26 HOBART ST"
"68","0.14","3200","3","20 HOBART ST"
"78","0.51","3700","1","1 WEST PARK AV"
"78","0.3","3700","1","7 WEST PARK AV"
"68","0.16","3200","1","25 WEST PARK AV"
"68","0.08","3200","1","11 PENDLETON ST"
"78","0.14","3700","3","15 PENDLETON ST"
"68","0.1","3200","1","21 PENDLETON ST"
"78","0.15",NA,"1","35 HOBART ST"
"78","0.17",NA,"1","36 BROWNELL ST"
"78","0.16","3700","3","30 BROWNELL ST"
"78","0.16","3700","3","24 BROWNELL ST"
"78","0.16","3700","3","18 BROWNELL ST"
"68","0.28","3200","1","509 EDGEWOOD AV"
"68","0.25","3200","1","519 EDGEWOOD AV"
"68","0.18","3200","1","525 EDGEWOOD AV"
"78","0.17","3700","1","531 EDGEWOOD AV"
"68","0.14","3200","1","17 HOBART ST"
"68","0.13","3200","1","21 HOBART ST"
"68","0.13","3200","1","25 HOBART ST"
"68","0.13","3200","1","31 HOBART ST"
"68","0.16",NA,"3","212 MAPLE ST"
"68","0.15","3200","3","208 MAPLE ST"
"78","0.12",NA,"3","202 MAPLE ST"
"63","0.23","3000","3","198 MAPLE ST"
"68","0.16","3200","3","1378 ELLA T GRASSO BLVD"
"78","0.16","3700","1","1374 ELLA T GRASSO BLVD"
"78","0.17","3700","1","1370 ELLA T GRASSO BLVD"
"68","0.19","6400","1","1366 ELLA T GRASSO BLVD"
"68","0.17","3200","1","473 EDGEWOOD AV"
"68","0.21","3200","1","481 EDGEWOOD AV"
"68","0.17","3200","2","485 EDGEWOOD AV"
"68","0.15",NA,"3","489 EDGEWOOD AV"
"68","0.15","3200","2","493 EDGEWOOD AV"
"68","0.15","3200","1","497 EDGEWOOD AV"
"78","0.11","3700","1","505 EDGEWOOD AV"
"68","0.06","3200","1","11 BROWNELL ST"
"73","0.16","3400","4","15 BROWNELL ST"
"68","0.12","3200","3","19 BROWNELL ST"
"68","0.21","3200","1","145 WEST PARK AV"
"68","0.16","3200","2","54 HUBINGER ST"
"68","0.15","3200","2","48 HUBINGER ST"
"68","0.14","3200","2","42 HUBINGER ST"
"68","0.14","3200","3","38 HUBINGER ST"
"68","0.14","3200","3","32 HUBINGER ST"
"68","0.13","3200","2","28 HUBINGER ST"
"68","0.12","3200","3","22 HUBINGER ST"
"68","0.54","6400","1","95 WEST PARK AV"
"78","0.18","3700","1","107 WEST PARK AV"
"68","0.19","3200","1","115 WEST PARK AV"
"78","0.17","3700","1","119 WEST PARK AV"
"68","0.21","3200","1","131 WEST PARK AV"
"68","0.2","6400","1","133 WEST PARK AV"
"78","0.21","3700","1","139 WEST PARK AV"
"68","0.13","3200","1","972 ELM ST"
"68","0.13","3200","1","970 ELM ST"
"68","0.12","3200","1","966 ELM ST"
"68","0.18","3200","1","960 ELM ST"
"55","0.12","2600","3","954 ELM ST"
"68","0.12","3200","2","948 ELM ST"
"68","0.13",NA,"3","64 PENDLETON ST"
"68","0.17","3200","3","56 PENDLETON ST"
"55","0.17",NA,"2","52 PENDLETON ST"
"78","0.17","3700","3","48 PENDLETON ST"
"78","0.17","3700","3","44 PENDLETON ST"
"78","0.17","3700","2","40 PENDLETON ST"
"78","0.17","3700","3","36 PENDLETON ST"
"68","0.17",NA,"3","32 PENDLETON ST"
"68","0.17","3200","3","26 PENDLETON ST"
"78","0.11","3700","3","22 PENDLETON ST"
"78","0.24","3700","1","35 WEST PARK AV"
"68","0.2","3200","1","43 WEST PARK AV"
"78","0.21","3700","1","47 WEST PARK AV"
"78","0.29","3700","1","55 WEST PARK AV"
"78","0.26","3700","1","59 WEST PARK AV"
"68","0.17","3200","1","65 WEST PARK AV"
"63","0.19","3000","2","11 HUBINGER ST"
"68","0.19","0","2","17 HUBINGER ST"
"68","0.19","3200","2","23 HUBINGER ST"
"68","0.19","3200","2","27 HUBINGER ST"
"55","0.18","2600","3","31 HUBINGER ST"
"68","0.18","3200","3","37 HUBINGER ST"
"68","0.17","3200","2","41 HUBINGER ST"
"90","0.09","4200","1","946 ELM ST"
"78","0.09","3700","1","942 ELM ST"
"68","0.09","3200","1","938 ELM ST"
"78","0.1","3700","2","932 ELM ST"
"68","0.09","3200","3","928 ELM ST"
"68","0.09","3200","3","924 ELM ST"
"68","0.13","3200","1","70 HOBART ST"
"68","0.13","3200","1","66 HOBART ST"
"68","0.13","3200","1","60 HOBART ST"
"78","0.13","3700","1","56 HOBART ST"
"68","0.13","3200","1","50 HOBART ST"
"68","0.13","3200","1","46 HOBART ST"
"68","0.13","3200","1","42 HOBART ST"
"90","0.13","4200","3","33 PENDLETON ST"
"68","0.12","6400","2","37 PENDLETON ST"
"55","0.12","2600","3","43 PENDLETON ST"
"68","0.12","3200","2","47 PENDLETON ST"
"68","0.12","3200","3","51 PENDLETON ST"
"55","0.12","2600","2","57 PENDLETON ST"
"68","0.12","3200","2","61 PENDLETON ST"
"68","0.1","3200","3","65 PENDLETON ST"
"78","0.11","3700","3","920 ELM ST"
"78","0.11","3700","3","916 ELM ST"
"68","0.14","3200","3","908 ELM ST"
"78","0.14","3700","3","904 ELM ST"
"68","0.19","3200","1","890 ELM ST"
"78","0.14",NA,"4","64 BROWNELL ST"
"78","0.14","3700","3","58 BROWNELL ST"
"78","0.13",NA,"3","54 BROWNELL ST"
"78","0.13",NA,"3","50 BROWNELL ST"
"78","0.13","7300","2","44 BROWNELL ST"
"68","0.13","3200","3","40 BROWNELL ST"
"68","0.13",NA,"2","38 BROWNELL ST"
"55","0.14","2600","2","41 HOBART ST"
"68","0.14","3200","1","45 HOBART ST"
"78","0.14","3700","1","49 HOBART ST"
"68","0.14","3200","1","55 HOBART ST"
"78","0.14","3700","1","59 HOBART ST"
"68","0.14","3200","1","63 HOBART ST"
"68","0.12","3200","1","67 HOBART ST"
"68","0.18","3200","1","195 WEST PARK AV"
"55","0.2",NA,"3","102 HUBINGER ST"
"78","0.19",NA,"2","96 HUBINGER ST"
"68","0.19",NA,"3","92 HUBINGER ST"
"68","0.18",NA,"1","86 HUBINGER ST"
"68","0.18","3200","2","82 HUBINGER ST"
"68","0.17",NA,"2","78 HUBINGER ST"
"68","0.16","3200","3","74 HUBINGER ST"
"68","0.16","3200","3","70 HUBINGER ST"
"68","0.15","3200","2","64 HUBINGER ST"
"68","0.1","3200","1","995 ELM ST"
"68","0.13","3200","1","155 WEST PARK AV"
"68","0.2","3200","1","161 WEST PARK AV"
"68","0.2","3200","1","163 WEST PARK AV"
"68","0.2","3200","3","173 WEST PARK AV"
"78","0.2","3700","1","177 WEST PARK AV"
"68","0.2","3200","1","181 WEST PARK AV"
"68","0.24","6400","2","187 WEST PARK AV"
NA,"0.02",NA,NA,"58 ELDERT ST"
"68","0.21","3200","1","101 HUBINGER ST"
"68","0.16","3200","2","120 PENDLETON ST"
"78","0.16","3700","3","116 PENDLETON ST"
"68","0.16","3200","3","112 PENDLETON ST"
"68","0.16","3200","3","108 PENDLETON ST"
"68","0.16","3200","3","104 PENDLETON ST"
"78","0.16","3700","3","100 PENDLETON ST"
"68","0.19","3200","3","949 ELM ST"
"68","0.19","3200","2","953 ELM ST"
"78","0.19","3700","3","959 ELM ST"
"68","0.19","3200","2","963 ELM ST"
"68","0.14","3200","3","969 ELM ST"
"68","0.13","3200","2","975 ELM ST"
"68","0.1",NA,"3","73 HUBINGER ST"
"68","0.18",NA,"3","79 HUBINGER ST"
"68","0.18","3200","3","85 HUBINGER ST"
"55","0.18","2600","3","89 HUBINGER ST"
"63","0.18","3000","3","93 HUBINGER ST"
"76","0.56","108500","23","560 WHALLEY AV"
"50","0.11","3500","4","550 WHALLEY AV"
"60","0.07",NA,"2","546 WHALLEY AV"
"68","0.05",NA,"1","146 HOBART ST"
"68","0.13",NA,"1","142 HOBART ST"
"68","0.18","3200","2","138 HOBART ST"
"90","0.11",NA,"3","130 HOBART ST"
"78","0.14","3700","2","126 HOBART ST"
"68","0.14",NA,"2","124 HOBART ST"
"68","0.14","3200","2","116 HOBART ST"
"68","0.14",NA,"3","110 HOBART ST"
"68","0.11",NA,"2","106 HOBART ST"
"68","0.11",NA,"3","102 HOBART ST"
"68","0.11",NA,"3","98 HOBART ST"
"78","0.11",NA,"3","94 HOBART ST"
"78","0.1",NA,"3","929 ELM ST"
"55","0.08",NA,"1","933 ELM ST"
"68","0.1",NA,"2","935 ELM ST"
"78","0.1","3700","3","939 ELM ST"
"68","0.1","3200","3","943 ELM ST"
"78","0.1","3700","4","945 ELM ST"
"55","0.13","2600","3","97 PENDLETON ST"
"68","0.13","6400","3","101 PENDLETON ST"
"68","0.14","3200","3","107 PENDLETON ST"
"65","0.4",NA,"30","115 PENDLETON ST"
"73","0.13","6900","4","127 PENDLETON ST"
"78","0.08",NA,"1","131 PENDLETON ST"
"68","0.11",NA,"3","135 PENDLETON ST"
"68","0.11",NA,"3","139 PENDLETON ST"
"55","0.11",NA,"3","143 PENDLETON ST"
"65","0.13",NA,"1","538 WHALLEY AV"
"68","0.12","4100","4","534 WHALLEY AV"
"65","0.1","3400","4","530 WHALLEY AV"
NA,NA,NA,NA,NA
"9","0.39",NA,"2","524 WHALLEY AV"
"60","0.39","6900","7","524 WHALLEY AV"
NA,NA,NA,NA,NA
"68","0.12",NA,"2","124 BROWNELL ST"
"68","0.16",NA,"1","122 BROWNELL ST"
"78","0.06",NA,"1","116 BROWNELL ST"
"68","0.19",NA,"2","112 BROWNELL ST"
"78","0.12",NA,"2","104 BROWNELL ST"
"68","0.12",NA,"3","100 BROWNELL ST"
"68","0.12",NA,"3","96 BROWNELL ST"
"68","0.15",NA,"3","891 ELM ST"
"78","0.16",NA,"3","903 ELM ST"
"68","0.13",NA,"2","907 ELM ST"
"73","0.31",NA,"9","911 ELM ST"
"68","0.14","3200","3","93 HOBART ST"
"55","0.14",NA,"2","97 HOBART ST"
"68","0.14","3200","3","101 HOBART ST"
"68","0.14",NA,"3","109 HOBART ST"
"68","0.14",NA,"3","119 HOBART ST"
"68","0.14",NA,"3","123 HOBART ST"
"68","0.14",NA,"2","127 HOBART ST"
"68","0.1",NA,"2","129 HOBART ST"
"55","0.13","2600","2","133 HOBART ST"
"68","0.3","3200","1","275 WEST PARK AV"
"78","0.13",NA,"3","648 WHALLEY AV"
"68","0.14","3200","3","642 WHALLEY AV"
"68","0.14","3200","2","638 WHALLEY AV"
"68","0.21","3200","3","632 WHALLEY AV"
"68","0.2",NA,"3","628 WHALLEY AV"
"68","0.19","3200","2","622 WHALLEY AV"
"78","0.15","3700","3","616 WHALLEY AV"
"78","0.08","3700","3","148 HUBINGER ST"
"68","0.21","3200","3","142 HUBINGER ST"
"78","0.2","3700","3","138 HUBINGER ST"
"68","0.19","3200","3","134 HUBINGER ST"
"55","0.19","2600","3","130 HUBINGER ST"
"55","0.19","2600","2","124 HUBINGER ST"
"68","0.19",NA,"3","120 HUBINGER ST"
"37","0.19","1700","2","114 HUBINGER ST"
"68","0.21","3200","1","112 HUBINGER ST"
NA,"0.04",NA,NA,"59 ELDERT ST"
"78","0.17","3700","1","201 WEST PARK AV"
"68","0.28","3200","1","207 WEST PARK AV"
"68","0.25","3200","1","211 WEST PARK AV"
"68","0.26","3200","1","215 WEST PARK AV"
"68","0.26","3200","1","221 WEST PARK AV"
"78","0.26","3700","1","225 WEST PARK AV"
"68","0.27","3200","1","235 WEST PARK AV"
"68","0.22","3200","1","239 WEST PARK AV"
"78","0.25","3700","1","245 WEST PARK AV"
"55","0.16","2600","1","249 WEST PARK AV"
"68","0.18","3200","1","257 WEST PARK AV"
"30","3.07",NA,"82","600 WHALLEY AV"
"68","0.09",NA,"3","50 YOUNG ST"
"68","0.09",NA,"1","46 YOUNG ST"
"78","0.09",NA,"1","42 YOUNG ST"
"68","0.14",NA,"3","36 YOUNG ST"
"68","0.14",NA,"2","30 YOUNG ST"
"90","0.13",NA,"3","26 YOUNG ST"
"64","0.13",NA,"2","20 YOUNG ST"
"68","0.12",NA,"3","14 YOUNG ST"
"68","0.08",NA,"2","8 YOUNG ST"
"55","0.08","5200","3","26 WHITTLESEY AV"
"55","0.09",NA,"3","22 WHITTLESEY AV"
"63","0.25","3000","3","589 WHALLEY AV"
"68","0.16","3200","3","593 WHALLEY AV"
"68","0.13",NA,"3","597 WHALLEY AV"
"68","0.13",NA,"3","601 WHALLEY AV"
"68","0.13",NA,"3","605 WHALLEY AV"
"78","0.13",NA,"3","609 WHALLEY AV"
"68","0.13",NA,"3","615 WHALLEY AV"
"68","0.13",NA,"2","619 WHALLEY AV"
"68","0.13",NA,"3","623 WHALLEY AV"
"68","0.07",NA,"2","627 WHALLEY AV"
"68","0.07",NA,"1","631 WHALLEY AV"
"68","0.07",NA,"1","635 WHALLEY AV"
"68","0.09",NA,"1","11 OSBORN AV"
"68","0.12",NA,"2","15 OSBORN AV"
"68","0.15",NA,"3","37 WHITTLESEY AV"
"68","0.24",NA,"4","56 BLAKE ST"
"68","0.2",NA,"4","50 BLAKE ST"
"55","0.23",NA,"4","40 BLAKE ST"
"73","0.13",NA,"4","32 BLAKE ST"
NA,"0.02",NA,NA,"BLAKE ST"
"65","0.16",NA,"6","545 WHALLEY AV"
"60","0.05",NA,"3","531 WHALLEY AV"
"65","0.16",NA,"2","533 WHALLEY AV"
"55","0.12","2800","2","543 WHALLEY AV"
"58","0.13",NA,"4","555 WHALLEY AV"
"50","0.1",NA,"3","559 WHALLEY AV"
"63","0.1","3000","2","563 WHALLEY AV"
"68","0.1",NA,"3","567 WHALLEY AV"
"68","0.1",NA,"3","571 WHALLEY AV"
"68","0.11",NA,"3","575 WHALLEY AV"
"68","0.13","3200","3","579 WHALLEY AV"
"78","0.13",NA,"3","15 WHITTLESEY AV"
"68","0.14",NA,"2","19 WHITTLESEY AV"
"68","0.16",NA,"1","25 WHITTLESEY AV"
"68","0.12",NA,"3","29 WHITTLESEY AV"
"68","0.12",NA,"3","33 WHITTLESEY AV"
"68","0.09",NA,"3","81 OSBORN AV"
"68","0.13",NA,"1","272 GOFFE TER"
"68","0.14",NA,"1","266 GOFFE TER"
"68","0.12",NA,"2","262 GOFFE TER"
"68","0.3",NA,"3","252 GOFFE TER"
"68","0.17",NA,"3","248 GOFFE TER"
"68","0.06",NA,"1","246 GOFFE TER"
"68","0.14","3200","2","1610 ELLA T GRASSO BLVD"
"68","0.25",NA,"3","1604 ELLA T GRASSO BLVD"
"68","0.26",NA,"3","1600 ELLA T GRASSO BLVD"
"68","0.21",NA,"3","1596 ELLA T GRASSO BLVD"
"66","0.25","3100","1","1592 ELLA T GRASSO BLVD"
"63","0.23",NA,"4","1588 ELLA T GRASSO BLVD"
"55","0.2",NA,"3","1582 ELLA T GRASSO BLVD"
"88","0.2","4100","1","1578 ELLA T GRASSO BLVD"
"78","0.17","3700","3","1572 ELLA T GRASSO BLVD"
"68","0.17",NA,"3","1568 ELLA T GRASSO BLVD"
"68","0.16","3200","1","1564 ELLA T GRASSO BLVD"
"68","0.14","3200","3","1558 ELLA T GRASSO BLVD"
"78","0.14","3700","3","1552 ELLA T GRASSO BLVD"
"68","0.13",NA,"3","1548 ELLA T GRASSO BLVD"
"68","0.13","3200","1","1544 ELLA T GRASSO BLVD"
"68","0.13",NA,"3","1536 ELLA T GRASSO BLVD"
"68","0.13","3200","3","1532 ELLA T GRASSO BLVD"
"68","0.13","3200","3","1528 ELLA T GRASSO BLVD"
"68","0.13","3200","3","1524 ELLA T GRASSO BLVD"
"68","0.13","3200","3","1520 ELLA T GRASSO BLVD"
"78","0.13","3700","3","1514 ELLA T GRASSO BLVD"
"95","0.12","4500","2","1508 ELLA T GRASSO BLVD"
"86","0.13","4000","3","1504 ELLA T GRASSO BLVD"
"78","0.13",NA,"1","1500 ELLA T GRASSO BLVD"
"68","0.06","3200","1","1496 ELLA T GRASSO BLVD"
"63","0.14",NA,"3","491 WHALLEY AV"
"73","0.16",NA,"2","503 WHALLEY AV"
"80","0.13",NA,"2","507 WHALLEY AV"
"89","0.23",NA,"2","511 WHALLEY AV"
"78","0.19",NA,"3","515 WHALLEY AV"
"78","0.12",NA,"3","13 BLAKE ST"
"78","0.12",NA,"3","17 BLAKE ST"
"89","0.12",NA,"2","21 BLAKE ST"
"78","0.12",NA,"3","27 BLAKE ST"
"55","0.12",NA,"3","31 BLAKE ST"
"55","0.11",NA,"2","37 BLAKE ST"
"68","0.11",NA,"3","41 BLAKE ST"
"68","0.12",NA,"3","45 BLAKE ST"
"68","0.13",NA,"3","51 BLAKE ST"
"68","0.13",NA,"3","55 BLAKE ST"
"68","0.13",NA,"3","59 BLAKE ST"
"68","0.13",NA,"2","63 BLAKE ST"
"68","0.13",NA,"2","67 BLAKE ST"
"68","0.13",NA,"3","71 BLAKE ST"
"68","0.13",NA,"3","75 BLAKE ST"
"68","0.16",NA,"3","79 BLAKE ST"
"68","0.15",NA,"3","83 BLAKE ST"
"78","0.16",NA,"3","87 BLAKE ST"
"68","0.18",NA,"3","91 BLAKE ST"
"68","0.19",NA,"3","97 BLAKE ST"
"68","0.23",NA,"3","101 BLAKE ST"
"68","0.32",NA,"3","105 BLAKE ST"
"68","0.17",NA,"2","111 BLAKE ST"
"68","0.24",NA,"2","115 BLAKE ST"
"60","0.51",NA,"12","119 BLAKE ST"
"55","0.1",NA,"2","129 BLAKE ST"
"68","0.09","3200","1","71 OSBORN AV"
"68","0.08",NA,"1","75 OSBORN AV"
"68","0.11",NA,"2","134 BLAKE ST"
"68","0.09",NA,"1","130 BLAKE ST"
"68","0.09",NA,"2","124 BLAKE ST"
"78","0.14","3700","1","118 BLAKE ST"
"68","0.15",NA,"1","116 BLAKE ST"
"55","0.13",NA,"2","114 BLAKE ST"
"78","0.13",NA,"1","108 BLAKE ST"
"68","0.2","3200","3","102 BLAKE ST"
"78","0.18",NA,"1","96 BLAKE ST"
"68","0.07",NA,"3","42 WHITTLESEY AV"
"55","0.12",NA,"3","38 WHITTLESEY AV"
"55","0.11",NA,"3","34 WHITTLESEY AV"
"68","0.12",NA,"3","30 WHITTLESEY AV"
"68","0.09",NA,"2","11 YOUNG ST"
"68","0.11",NA,"1","17 YOUNG ST"
"68","0.15",NA,"4","21 YOUNG ST"
"68","0.14",NA,"3","25 YOUNG ST"
"68","0.12",NA,"3","31 YOUNG ST"
"78","0.13",NA,"3","35 YOUNG ST"
"68","0.11",NA,"2","39 YOUNG ST"
"78","0.1",NA,"3","43 YOUNG ST"
"68","0.06",NA,"2","49 YOUNG ST"
"68","0.05",NA,"2","41 OSBORN AV"
"68","0.11",NA,"1","49 OSBORN AV"
"68","0.11",NA,"2","51 OSBORN AV"
NA,"1.15",NA,NA,"WHALLEY AV"
"55","6.7",NA,"1","WHALLEY AV"
NA,"0.67",NA,NA,"73 JEWELL ST"
"86","0.16",NA,"1","232 BLAKE ST"
"68","0.14",NA,"1","228 BLAKE ST"
"68","0.14",NA,"1","222 BLAKE ST"
"86","0.19",NA,"2","212 BLAKE ST"
"56","0.72",NA,"7","216 BLAKE ST"
NA,"0.23",NA,NA,"202 BLAKE ST"
NA,"1.21",NA,NA,"BLAKE ST"
NA,"6.83",NA,NA,"701 WHALLEY AV"
"78","0.18",NA,"8","215 BLAKE ST"
"78","0.22","3700","1","15 DIAMOND ST"
"78","0.17",NA,"2","46 RUBY ST"
"55","0.18",NA,"1","42 RUBY ST"
"68","0.18",NA,"1","36 RUBY ST"
"68","0.14",NA,"1","30 RUBY ST"
"68","0.14","3200","1","26 RUBY ST"
"68","0.65",NA,"2","22 RUBY ST"
"68","0.21",NA,"2","14 RUBY ST"
"68","0.09","3200","1","130 OSBORN AV"
"68","0.07",NA,"1","126 OSBORN AV"
"68","0.15",NA,"1","122 OSBORN AV"
"68","0.15",NA,"1","114 OSBORN AV"
"68","0.19","3200","1","110 OSBORN AV"
"68","0.14",NA,"1","106 OSBORN AV"
"68","0.33",NA,"1","100 OSBORN AV"
NA,"0.13",NA,NA,"86 OSBORN AV"
"68","0.15",NA,"1","84 OSBORN AV"
"50","0.17",NA,"1","145 BLAKE ST"
NA,"0.29",NA,NA,"153 BLAKE ST"
"60","0.53",NA,"16","163 BLAKE ST"
"68","0.37","3200","1","175 BLAKE ST"
NA,NA,NA,NA,NA
NA,"0.26",NA,NA,"187 BLAKE ST"
"68","0.15",NA,"2","195 BLAKE ST"
"55","0.36",NA,"8","199 BLAKE ST"
"68","0.11",NA,"2","205 BLAKE ST"
"68","0.1",NA,"3","209 BLAKE ST"
"68","0.18","3200","1","93 OSBORN AV"
"68","0.15","3200","1","99 OSBORN AV"
"68","0.15","3200","1","103 OSBORN AV"
"68","0.15","3200","1","111 OSBORN AV"
"68","0.15","3200","1","117 OSBORN AV"
"68","0.15","3200","1","123 OSBORN AV"
"68","0.15","3200","1","129 OSBORN AV"
"68","0.15","3200","1","135 OSBORN AV"
"68","0.15","3200","1","141 OSBORN AV"
"78","0.16","3700","1","145 OSBORN AV"
"78","0.17","3700","1","151 OSBORN AV"
"90","0.19","4200","1","159 OSBORN AV"
"78","0.22","3700","1","165 OSBORN AV"
"68","0.18","3200","1","175 OSBORN AV"
"78","0.17","3700","1","166 ROYDON RD"
"78","0.14","3700","1","150 ROYDON RD"
"78","0.15","3700","1","140 ROYDON RD"
"78","0.15","3700","1","130 ROYDON RD"
"78","0.15","3700","1","120 ROYDON RD"
"78","0.15","3700","1","106 ROYDON RD"
"78","0.15","3700","1","96 ROYDON RD"
"78","0.15","3700","1","86 ROYDON RD"
"78","0.15","3700","1","76 ROYDON RD"
"78","0.15","3700","1","66 ROYDON RD"
"78","0.18","3700","1","50 ROYDON RD"
"89","0.16","4200","1","40 ROYDON RD"
"71","0.15","3300","1","26 ROYDON RD"
"68","0.15","3200","1","16 ROYDON RD"
"78","0.18","3700","1","2 ROYDON RD"
"68","0.18","3200","1","5 ROYDON RD"
"86","0.15","4000","1","15 ROYDON RD"
"68","0.16","3200","1","25 ROYDON RD"
"68","0.14","3200","1","39 ROYDON RD"
"78","0.15","3700","1","51 ROYDON RD"
"78","0.15","3700","1","65 ROYDON RD"
"78","0.15","3700","1","75 ROYDON RD"
"68","0.15","3200","1","85 ROYDON RD"
"78","0.15","3700","1","95 ROYDON RD"
"78","0.15","3700","1","105 ROYDON RD"
"78","0.15","3700","1","121 ROYDON RD"
"78","0.15","3700","1","135 ROYDON RD"
"78","0.15","3700","1","145 ROYDON RD"
"78","0.16","3700","1","155 ROYDON RD"
"78","0.16","3700","1","165 ROYDON RD"
"78","0.17","3700","1","1710 ELLA T GRASSO BLVD"
"68","0.34","3200","1","1700 ELLA T GRASSO BLVD"
"78","0.19","3700","1","1682 ELLA T GRASSO BLVD"
