"pctgood","acres","exval","occupancy","location"
"68","0.19","3200","1","1674 ELLA T GRASSO BLVD"
"68","0.19","3200","1","1666 ELLA T GRASSO BLVD"
"78","0.18","3700","1","1654 ELLA T GRASSO BLVD"
"76","0.17","3600","1","1656 ELLA T GRASSO BLVD"
"78","0.19","3700","1","1646 ELLA T GRASSO BLVD"
"78","0.17","3700","1","1640 ELLA T GRASSO BLVD"
"68","0.24","3200","1","1634 ELLA T GRASSO BLVD"
"68","0.17","3200","1","1628 ELLA T GRASSO BLVD"
"68","0.24","3200","1","1620 ELLA T GRASSO BLVD"
"55","0.14","2600","1","25 DIAMOND ST"
"68","0.12","3200","1","31 DIAMOND ST"
"68","0.12",NA,"1","37 DIAMOND ST"
"78","0.16","3700","1","40 PELHAM LA"
"78","0.16","3700","1","34 PELHAM LA"
"68","0.16",NA,"1","28 PELHAM LA"
"68","0.19","3200","1","20 PELHAM LA"
"78","0.19","3700","1","16 PELHAM LA"
"78","0.22","3700","1","156 OSBORN AV"
"68","0.21","3200","1","148 OSBORN AV"
"68","0.22","3200","1","140 OSBORN AV"
"78","0.19","3700","1","15 RUBY ST"
"78","0.19","3700","1","21 RUBY ST"
"68","0.16","3200","1","25 RUBY ST"
"68","0.16","3200","1","33 RUBY ST"
"68","0.15","3200","1","55 DIAMOND ST"
"68","0.14","3200","1","61 DIAMOND ST"
"68","0.14","3200","1","67 DIAMOND ST"
"78","0.15","3700","1","40 WELLINGTON RD"
"68","0.17","3200","1","32 WELLINGTON RD"
"68","0.19","3200","1","26 WELLINGTON RD"
"78","0.27","3700","1","20 WELLINGTON RD"
"78","0.26","3700","1","190 OSBORN AV"
"90","0.23",NA,"1","180 OSBORN AV"
"68","0.23","3200","1","170 OSBORN AV"
"78","0.24","3700","1","17 PELHAM LA"
"78","0.2","3700","1","25 PELHAM LA"
"78","0.19","3700","1","35 PELHAM LA"
"68","0.17","3200","1","39 WELLINGTON RD"
"68","0.14","3200","1","93 DIAMOND ST"
"68","0.14","3200","1","99 DIAMOND ST"
"68","0.17","3200","1","105 DIAMOND ST"
"68","0.19","3200","1","266 DYER ST"
"68","0.22","3200","1","260 DYER ST"
"68","0.28",NA,"1","250 DYER ST"
"68","0.27","3200","1","220 OSBORN AV"
"68","0.27","3200","1","210 OSBORN AV"
"78","0.27","3700","1","200 OSBORN AV"
"68","0.25","3200","1","15 WELLINGTON RD"
"78","0.22","3700","1","23 WELLINGTON RD"
"78","0.22","3700","1","29 WELLINGTON RD"
"78","0.19","3700","1","185 OSBORN AV"
"78","0.2","3700","1","195 OSBORN AV"
"78","0.2","3700","1","205 OSBORN AV"
"78","0.2","3700","1","211 OSBORN AV"
"68","0.2",NA,"1","219 OSBORN AV"
"78","0.3","3700","1","260 ROYDON RD"
"78","0.18","3700","1","236 ROYDON RD"
"78","0.18","3700","1","220 ROYDON RD"
"78","0.18",NA,"1","206 ROYDON RD"
"68","0.18","3200","1","200 ROYDON RD"
"68","0.18","3200","1","195 ROYDON RD"
"68","0.16","3200","1","205 ROYDON RD"
"78","0.16","3700","1","219 ROYDON RD"
"78","0.15","3700","1","235 ROYDON RD"
"68","0.14","3200","1","245 ROYDON RD"
"68","0.18","3200","1","255 ROYDON RD"
"78","0.3","3700","1","1742 ELLA T GRASSO BLVD"
NA,"0.08",NA,NA,"ELLA T GRASSO BLVD"
"68","0.24","3200","1","1730 ELLA T GRASSO BLVD"
"78","0.23","3700","1","1716 ELLA T GRASSO BLVD"
"68","0.2","6400","1","1720 ELLA T GRASSO BLVD"
"75","0.39",NA,"1","769 WHALLEY AV"
NA,"0.2",NA,NA,"9 FITCH ST"
NA,"0.17",NA,NA,"17 FITCH ST"
"58","0.11",NA,"2","21 FITCH ST"
"65","0.63","4300","2","27 FITCH ST"
NA,"0.12",NA,NA,"FITCH ST"
NA,"0.42",NA,NA,"FITCH ST"
NA,"0.58",NA,NA,"FITCH ST"
NA,"0.68",NA,NA,"JEWELL ST"
NA,"0.05",NA,NA,"JEWELL ST"
NA,"0.34",NA,NA,"JEWELL ST"
NA,"0.17",NA,NA,"JEWELL ST"
NA,"0.01",NA,NA,"FITCH ST"
NA,"0.05",NA,NA,"JEWELL ST"
NA,"0.17",NA,NA,"JEWELL ST"
NA,"0.14",NA,NA,"JEWELL ST"
NA,"0.14",NA,NA,"JEWELL ST"
NA,"0.17",NA,NA,"JEWELL ST"
NA,"0.4",NA,NA,"JEWELL ST"
NA,"0.2",NA,NA,"JEWELL ST"
NA,"0.41",NA,NA,"JEWELL ST"
NA,"0.36",NA,NA,"10 JEWELL ST"
NA,"0.13",NA,NA,"763 WHALLEY AV"
NA,"0.24",NA,NA,"95 FITCH ST"
NA,"0.12",NA,NA,"103 FITCH ST"
NA,"0.11",NA,NA,"105 FITCH ST"
NA,"0.39",NA,NA,"109 FITCH ST"
NA,"0.28",NA,NA,"119 FITCH ST"
"65","0.25",NA,"1","127 FITCH ST"
"60","0.15",NA,"1","280 BLAKE ST"
"68","0.24",NA,"4","276 BLAKE ST"
"68","0.23",NA,"1","270 BLAKE ST"
"88","1.97","247500","1","250 BLAKE ST"
NA,"0.43",NA,NA,"ONYX ST"
NA,"0.16",NA,NA,"68 JEWELL ST"
NA,"0.18",NA,NA,"72 JEWELL ST"
NA,"0.28",NA,NA,"39 ONYX ST"
"60","0.71","2000","6","283 BLAKE ST"
"25","0.5",NA,"6","151 FITCH ST"
"68","0.2","3200","1","66 DIAMOND ST"
"68","0.17",NA,"1","60 DIAMOND ST"
"68","0.17","3200","1","54 DIAMOND ST"
"55","0.17","2600","1","50 DIAMOND ST"
"37","0.17",NA,"1","44 DIAMOND ST"
"72","0.16","3400","1","38 DIAMOND ST"
"68","0.3",NA,"1","28 DIAMOND ST"
"68","0.11",NA,"1","20 DIAMOND ST"
"68","0.06",NA,"1","14 DIAMOND ST"
"95","0.07",NA,"2","223 BLAKE ST"
"78","0.07",NA,"2","225 BLAKE ST"
"68","0.22",NA,"1","233 BLAKE ST"
"68","0.29","3200","1","235 BLAKE ST"
NA,"0.04",NA,NA,"BLAKE ST"
"68","0.22",NA,"2","237 BLAKE ST"
"55","0.16",NA,"1","245 BLAKE ST"
"55","0.1",NA,"1","249 BLAKE ST"
"68","0.19",NA,"2","253 BLAKE ST"
"68","0.17",NA,"1","257 BLAKE ST"
"50","2.17",NA,"40","265 BLAKE ST"
"68","0.26",NA,"3","273 BLAKE ST"
"73","0.3",NA,"3","277 BLAKE ST"
"68","0.27",NA,"1","163 FITCH ST"
"68","0.17",NA,"1","171 FITCH ST"
"55","0.89","85300","51","310 DYER ST"
"68","0.3",NA,"1","300 DYER ST"
"68","0.34","3200","1","106 DIAMOND ST"
"68","0.27","3200","1","94 DIAMOND ST"
"68","0.2","3200","1","88 DIAMOND ST"
"68","0.2","3200","1","82 DIAMOND ST"
"68","0.2","3200","1","76 DIAMOND ST"
"68","0.2","3200","1","70 DIAMOND ST"
"78","0.1",NA,"2","197 FITCH ST"
"68","0.1",NA,"3","201 FITCH ST"
"68","0.15","3200","1","211 FITCH ST"
"78","0.15","3700","2","215 FITCH ST"
"68","0.15","3200","1","219 FITCH ST"
"68","0.15","3200","1","223 FITCH ST"
"68","0.22","3200","1","227 FITCH ST"
"63","0.49",NA,"5","239 FITCH ST"
"68","0.42","3200","3","249 FITCH ST"
NA,"0.06",NA,NA,"DIAMOND ST"
"65","2.1",NA,"28","120 DIAMOND ST"
"78","0.1",NA,"2","289 DYER ST"
"68","0.1",NA,"2","293 DYER ST"
"78","0.1",NA,"2","297 DYER ST"
"68","0.08",NA,"1","303 DYER ST"
NA,"0.14",NA,NA,"309 DYER ST"
"78","0.2",NA,"2","333 BLAKE ST"
"73","0.11",NA,"2","337 BLAKE ST"
"45","3.47",NA,"70","311 BLAKE ST"
NA,"0.19",NA,NA,"244 FITCH ST"
NA,"0.26",NA,NA,"254 FITCH ST"
NA,"0.25",NA,NA,"246 FITCH ST"
NA,"0.16",NA,NA,"250 FITCH ST"
NA,"0.33",NA,NA,"236 FITCH ST"
NA,"0.4",NA,NA,"230 FITCH ST"
NA,"0.29",NA,NA,"224 FITCH ST"
"68","0.19",NA,"4","220 FITCH ST"
NA,"0.23",NA,NA,"216 FITCH ST"
"68","0.31","3200","1","210 FITCH ST"
"68","0.42",NA,"1","202 FITCH ST"
"49","0.5","45600","8","192 FITCH ST"
"55","0.29",NA,"1","176 FITCH ST"
"37","0.15",NA,"1","174 FITCH ST"
"37","0.19",NA,"1","172 FITCH ST"
"37","0.18",NA,"1","170 FITCH ST"
"37","0.19",NA,"1","168 FITCH ST"
"55","0.17",NA,"1","166 FITCH ST"
NA,"0.12",NA,NA,"164 FITCH ST"
NA,NA,NA,NA,NA
"96","0.57","3700","3","295 BLAKE ST"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"7.5",NA,NA,"FITCH ST"
"78","0.13","3700","1","110 ROGER WHITE DR"
"78","0.18","3700","1","116 ROGER WHITE DR"
"78","0.19","3700","1","124 ROGER WHITE DR"
"68","0.2","3200","1","130 ROGER WHITE DR"
"68","0.17","3200","1","138 ROGER WHITE DR"
"68","0.19","3200","1","144 ROGER WHITE DR"
"68","0.17","3200","1","154 ROGER WHITE DR"
"68","0.21","3200","1","164 ROGER WHITE DR"
"65","2.8",NA,"62","115 DIAMOND ST"
"78","0.32","3700","1","82 ROGER WHITE DR"
"78","0.22","3700","1","72 ROGER WHITE DR"
"78","0.22","3700","1","64 ROGER WHITE DR"
"68","0.24","3200","1","56 ROGER WHITE DR"
"68","0.24","3200","1","46 ROGER WHITE DR"
"68","0.21","3200","1","38 ROGER WHITE DR"
"68","0.21","3200","1","30 ROGER WHITE DR"
"68","0.21","3200","1","22 ROGER WHITE DR"
"68","0.24","3200","1","14 ROGER WHITE DR"
"89","0.23","4200","1","4 ROGER WHITE DR"
"68","0.21","3200","1","5 ROGER WHITE DR"
"68","0.21","3200","1","40 BEAVER HILL LA"
"68","0.19","3200","1","30 BEAVER HILL LA"
"78","0.21","3700","1","22 BEAVER HILL LA"
"68","0.22","3200","1","16 BEAVER HILL LA"
"78","0.33","3700","1","40 STIMSON RD"
"78","0.46","3700","1","10 STIMSON RD"
"90","0.33",NA,"1","235 DYER ST"
"78","0.17","3700","1","245 DYER ST"
"78","0.18","3700","1","15 STIMSON RD"
"78","0.17","3700","1","25 STIMSON RD"
"78","0.17","3700","1","35 STIMSON RD"
"78","0.17","3700","1","45 STIMSON RD"
"78","0.17","3700","1","55 STIMSON RD"
"68","0.17","3200","1","65 STIMSON RD"
"68","0.17","3200","1","75 STIMSON RD"
"68","0.16","3200","1","85 STIMSON RD"
"68","0.17","3200","1","95 STIMSON RD"
"68","0.17","3200","1","105 STIMSON RD"
"68","0.19","3200","1","125 STIMSON RD"
"78","0.22","3700","1","145 STIMSON RD"
"68","0.19","3200","1","161 STIMSON RD"
"68","0.19","3200","1","175 STIMSON RD"
"86","0.18","4000","1","185 STIMSON RD"
"68","0.18","3200","1","195 STIMSON RD"
"68","0.17","3200","1","205 STIMSON RD"
"78","0.33","3700","1","215 STIMSON RD"
"68","0.31","3200","1","151 ROGER WHITE DR"
"68","0.2","3200","1","169 ROGER WHITE DR"
"68","0.26","3200","1","1886 ELLA T GRASSO BLVD"
"68","0.41","3200","1","1876 ELLA T GRASSO BLVD"
"78","0.21","3700","1","1870 ELLA T GRASSO BLVD"
"78","0.21","3700","1","1864 ELLA T GRASSO BLVD"
"68","0.33","3200","1","1860 ELLA T GRASSO BLVD"
"68","0.32","3200","1","1850 ELLA T GRASSO BLVD"
"78","0.21","3700","1","1844 ELLA T GRASSO BLVD"
"68","0.23","3200","1","1838 ELLA T GRASSO BLVD"
"78","0.22","3700","1","1834 ELLA T GRASSO BLVD"
"68","0.23","3200","1","1830 ELLA T GRASSO BLVD"
"68","0.46","3200","1","1820 ELLA T GRASSO BLVD"
"68","0.23","3200","1","1816 ELLA T GRASSO BLVD"
"68","0.35","3200","1","1810 ELLA T GRASSO BLVD"
"68","0.35","3200","1","1800 ELLA T GRASSO BLVD"
"68","0.24","3200","1","1796 ELLA T GRASSO BLVD"
"68","0.24","3200","1","1790 ELLA T GRASSO BLVD"
"78","0.24","3700","1","1786 ELLA T GRASSO BLVD"
"68","0.24","3200","1","1780 ELLA T GRASSO BLVD"
"78","0.17","3700","1","1772 ELLA T GRASSO BLVD"
"55","0.17","2600","1","1768 ELLA T GRASSO BLVD"
"78","0.34","3700","1","1758 ELLA T GRASSO BLVD"
"68","0.32","3200","1","195 DYER ST"
"78","0.21","7300","1","39 BEAVER HILL LA"
"68","0.33","3200","1","45 ROGER WHITE DR"
"78","0.17","3700","1","28 ROCK VIEW TER"
NA,"0.17",NA,NA,"ROCK VIEW TER"
"89","0.19","4200","1","16 ROCK VIEW TER"
"78","0.2","3700","1","100 STIMSON RD"
"68","0.18","3200","1","84 STIMSON RD"
"68","0.26",NA,"1","70 STIMSON RD"
"78","0.21","3700","1","15 BEAVER HILL LA"
"78","0.22","3700","1","25 BEAVER HILL LA"
"78","0.19","3700","1","31 BEAVER HILL LA"
"68","0.33","3200","1","35 ROCK VIEW TER"
"78","0.39","3700","1","30 PINE ROCK RD"
NA,"0.19",NA,NA,"PINE ROCK RD"
"78","0.25","3700","1","14 PINE ROCK RD"
"68","0.2","3200","1","6 PINE ROCK RD"
"68","0.18","3200","1","140 STIMSON RD"
"78","0.28","3700","1","120 STIMSON RD"
"78","0.25","3700","1","15 ROCK VIEW TER"
"78","0.25","3700","1","25 ROCK VIEW TER"
"78","0.18","3700","1","35 PINE ROCK RD"
"68","0.26","3200","1","25 PINE ROCK RD"
"78","0.19","3700","1","111 ROGER WHITE DR"
"68","0.15","3200","1","119 ROGER WHITE DR"
"68","0.21","3200","1","135 ROGER WHITE DR"
"68","0.18","3200","1","214 STIMSON RD"
"68","0.18","3200","1","204 STIMSON RD"
"78","0.24","3700","1","1 PINE ROCK RD"
"78","0.19","3700","1","15 PINE ROCK RD"
"82","17.53","23800","6","93 FARNHAM AV"
"85","14.5",NA,"1","FITCH ST"
NA,"0.55",NA,NA,"WINTERGREEN AV"
NA,"0.96",NA,NA,"WINTERGREEN AV"
NA,"7.85",NA,NA,"FITCH ST"
NA,"21.48",NA,NA,"60 BROOKSIDE AV"
NA,"37.4",NA,NA,"49 BROOKSIDE AV"
"55","7.02",NA,"1","295 WILMOT RD"
NA,"1.2",NA,NA,"WOODIN ST"
NA,"2.91",NA,NA,"200 BROOKSIDE AV"
"68","0.21",NA,"1","69 THORPE DR"
"27","0.22",NA,"1","64 THORPE DR"
NA,"0.03",NA,NA,"62 THORPE DR"
"73","8","65900","1","199 WILMOT RD"
"85","5",NA,"1","251 WILMOT RD"
NA,"7.1",NA,NA,"WILMOT RD"
NA,"23",NA,NA,"WINTERGREEN AV"
"65","6.01","54600","2","170 WINTERGREEN AV"
"77","22.62","1969700","1260","85 WINTERGREEN AV"
NA,"0.57",NA,NA,"WINTERGREEN AV"
NA,"0.68",NA,NA,"WINTERGREEN AV"
NA,"3.68",NA,NA,"WINTERGREEN AV"
NA,"4.23",NA,NA,"WINTERGREEN AV"
"70","33.63","2202900","10","10 WINTERGREEN AV"
NA,"5",NA,NA,"145 SPRINGSIDE AV"
"65","4.35",NA,"1","81 SPRINGSIDE AV"
"68","0.22",NA,"2","138 SPRINGSIDE AV"
"78","0.17",NA,"1","132 SPRINGSIDE AV"
"55","0.16",NA,"1","130 SPRINGSIDE AV"
"68","0.17","3200","1","122 SPRINGSIDE AV"
"68","0.17","3200","1","116 SPRINGSIDE AV"
"78","0",NA,"1","146 SPRINGSIDE AV #A-1"
"86","0",NA,"1","146 SPRINGSIDE AV #A-2"
"86","0",NA,"1","146 SPRINGSIDE AV #A-3"
"86","0",NA,"1","146 SPRINGSIDE AV #A-4"
"86","0",NA,"1","146 SPRINGSIDE AV #A-5"
"86","0",NA,"1","146 SPRINGSIDE AV #A-6"
"86","0",NA,"1","146 SPRINGSIDE AV #A-7"
"86","0",NA,"1","146 SPRINGSIDE AV #A-8"
"86","0",NA,"1","146 SPRINGSIDE AV #B-1"
"86","0",NA,"1","146 SPRINGSIDE AV #B-2"
"86","0",NA,"1","146 SPRINGSIDE AV #B-3"
"86","0",NA,"1","146 SPRINGSIDE AV #B-4"
"86","0",NA,"1","146 SPRINGSIDE AV #B-5"
"86","0",NA,"1","146 SPRINGSIDE AV #B-6"
"86","0",NA,"1","146 SPRINGSIDE AV #B-7"
"86","0",NA,"1","146 SPRINGSIDE AV #B-8"
"86","0",NA,"1","146 SPRINGSIDE AV #B-9"
"86","0",NA,"1","146 SPRINGSIDE AV #B-10"
"78","0",NA,"1","146 SPRINGSIDE AV #B-11"
"86","0",NA,"1","146 SPRINGSIDE AV #B-12"
"86","0",NA,"1","146 SPRINGSIDE AV #B-13"
"86","0",NA,"1","146 SPRINGSIDE AV #B-14"
"86","0",NA,"1","146 SPRINGSIDE AV #C-1"
"86","0",NA,"1","146 SPRINGSIDE AV #C-2"
"86","0",NA,"1","146 SPRINGSIDE AV #C-3"
"86","0",NA,"1","146 SPRINGSIDE AV #C-4"
"86","0",NA,"1","146 SPRINGSIDE AV #C-5"
"86","0",NA,"1","146 SPRINGSIDE AV #C-6"
"86","0",NA,"1","146 SPRINGSIDE AV #C-7"
"86","0",NA,"1","146 SPRINGSIDE AV #C-8"
"86","0",NA,"1","146 SPRINGSIDE AV #C-9"
"86","0",NA,"1","146 SPRINGSIDE AV #C-10"
"86","0",NA,"1","146 SPRINGSIDE AV #C-11"
"86","0",NA,"1","146 SPRINGSIDE AV #C-12"
"86","0",NA,"1","146 SPRINGSIDE AV #C-13"
"86","0",NA,"1","146 SPRINGSIDE AV #C-14"
"78","0.14",NA,"1","112 SPRINGSIDE AV"
"68","0.17",NA,"1","108 SPRINGSIDE AV"
"78","0.14","3700","1","104 SPRINGSIDE AV"
"68","0.14",NA,"2","28 FARNHAM AV"
"68","0.14",NA,"2","24 FARNHAM AV"
"68","0.15",NA,"2","20 FARNHAM AV"
"68","0.15",NA,"3","16 FARNHAM AV"
"55","0.28",NA,"5","14 FARNHAM AV"
"45","0.2",NA,"2","355 BLAKE ST"
"68","0.17",NA,"2","5 SPRINGSIDE AV"
"68","0.19","3200","1","15 SPRINGSIDE AV"
"50","1.29",NA,"25","25 SPRINGSIDE AV"
"68","0.19","3200","1","45 SPRINGSIDE AV"
"55","0.05",NA,"1","61 SPRINGSIDE AV"
"72","0.03",NA,"2","63 SPRINGSIDE AV"
"68","0.13",NA,"1","71 SPRINGSIDE AV"
"68","0.19",NA,"1","57 AUSTIN ST"
"68","0.15","3200","1","51 HARD ST"
"63","0.25",NA,"1","59 HARD ST"
"67","0.28",NA,"5","60 SPRINGSIDE AV"
"68","0.21",NA,"1","52 SPRINGSIDE AV"
"68","0.21",NA,"2","46 SPRINGSIDE AV"
"68","0.27","3200","1","40 SPRINGSIDE AV"
"50","0.88",NA,"21","375 BLAKE ST"
"78","0.36",NA,"2","9 AUSTIN ST"
"78","0.27","3700","2","15 AUSTIN ST"
"65","0.4",NA,"24","25 AUSTIN ST"
"55","0.22",NA,"1","39 AUSTIN ST"
"63","0.39",NA,"4","45 AUSTIN ST"
"68","0.19",NA,"2","51 AUSTIN ST"
NA,"0.16",NA,NA,"29 STONE ST"
"52","0.53","172900","28","25 HARD ST"
NA,"0.18",NA,NA,"48 AUSTIN ST"
"71","0.12","176100","60","40 AUSTIN ST"
NA,"0.2",NA,NA,"32 AUSTIN ST"
"68","0.2",NA,"1","30 AUSTIN ST"
"78","0.17",NA,"1","26 AUSTIN ST"
"68","0.14",NA,"1","20 AUSTIN ST"
"78","0.11",NA,"1","16 AUSTIN ST"
"63","0.17",NA,"4","395 BLAKE ST"
"90","0.16",NA,"2","401 BLAKE ST"
"63","0.12",NA,"2","405 BLAKE ST"
"90","0","4200","1","411 BLAKE ST #411"
"90","0","4200","1","415 BLAKE ST #415"
"90","0","4200","1","417 BLAKE ST #417"
"90","0","4200","1","419 BLAKE ST #419"
"90","0","4200","1","421 BLAKE ST #421"
"90","0","4200","1","423 BLAKE ST #423"
"90","0",NA,"1","425 BLAKE ST #425"
"90","0","4200","1","427 BLAKE ST #427"
"86","0","4000","1","429 BLAKE ST #429"
"90","0","4200","1","431 BLAKE ST #431"
"90","0","4200","1","433 BLAKE ST #433"
"90","0","4200","1","435 BLAKE ST #435"
"90","0","4200","1","437 BLAKE ST #437"
"68","0.21",NA,"1","7 STONE ST"
"68","0.19","3200","1","9 STONE ST"
"68","0.24",NA,"1","13 STONE ST"
"68","0.17",NA,"1","15 STONE ST"
"68","0.14","3200","1","17 STONE ST"
"68","0.26","3200","1","90 SPRINGSIDE AV"
"35","3.67",NA,"55","86 SPRINGSIDE AV"
"55","0.28",NA,"2","52 HARD ST"
"80","0",NA,"1","44 HARD ST #1"
"80","0",NA,"1","44 HARD ST #2"
"80","0",NA,"1","44 HARD ST #3"
"80","0",NA,"1","44 HARD ST #4"
"80","0",NA,"1","44 HARD ST #5"
"68","0.41","3200","1","36 HARD ST"
"68","0.52","3200","1","95 HARD ST"
"47","1.2","131100","71","10 HARD ST"
"90","16.5",NA,"1","BLAKE ST"
"60","4.02","11000","6","495 BLAKE ST"
"93","7.96","148800","297","400 BLAKE ST"
"73","0.37",NA,"5","410 BLAKE ST"
NA,NA,NA,NA,NA
"63","0.51","3000","2","370 BLAKE ST"
"63","0.45",NA,"1","352 BLAKE ST"
"37","0.44",NA,"2","346 BLAKE ST"
"63","0.15","3000","1","342 BLAKE ST"
"73","1.39",NA,"1","86 FITCH ST"
"83","0.12",NA,"3","86 FITCH ST"
"55","0.26",NA,"4","334 BLAKE ST"
"55","0.63",NA,"13","330 BLAKE ST"
"63","0.14","3000","1","322 BLAKE ST"
"73","0.37",NA,"5","314 BLAKE ST"
NA,"0.03",NA,NA,"BLAKE ST"
"60","0.12",NA,"1","308 BLAKE ST"
"73","0.19",NA,"1","158 FITCH ST"
"55","0.17",NA,"2","154 FITCH ST"
"68","0.07",NA,"1","152 FITCH ST"
"68","0.07",NA,"1","150 FITCH ST"
"55","0.08",NA,"2","148 FITCH ST"
NA,"0.15",NA,NA,"FITCH ST"
NA,"0.12",NA,NA,"FITCH ST"
"73","0.26",NA,"1","66 FITCH ST"
"40","3.62","139900","10","781 WHALLEY AV"
"93","0.4",NA,"1","801 WHALLEY AV"
"65","0.36",NA,"1","817 WHALLEY AV"
"65","0.09",NA,"1","827 WHALLEY AV"
"80","0",NA,"1","831 WHALLEY AV #1"
"80","0",NA,"1","831 WHALLEY AV #2"
"80","0",NA,"1","831 WHALLEY AV #3"
"80","0",NA,"1","831 WHALLEY AV #4"
"80","0",NA,"1","831 WHALLEY AV #5"
"80","0",NA,"1","831 WHALLEY AV #6"
"80","0",NA,"1","831 WHALLEY AV #7"
"80","0",NA,"1","831 WHALLEY AV #8"
"80","0",NA,"1","831 WHALLEY AV #9"
"80","0",NA,"1","831 WHALLEY AV #10"
"80","0",NA,"1","831 WHALLEY AV #11"
"80","0",NA,"1","831 WHALLEY AV #12"
"80","0",NA,"1","831 WHALLEY AV #13"
"80","0",NA,"1","831 WHALLEY AV #14"
"55","0.07",NA,"2","413 WEST ROCK AV"
NA,"0.03",NA,NA,"WEST ROCK AV"
"60","0.14",NA,"1","417 WEST ROCK AV"
"68","0.53","10200","4","425 WEST ROCK AV"
NA,"0.15",NA,NA,"VALLEY ST"
"60","68",NA,"1","740 WHALLEY AV"
"65","16.5",NA,"1","720 EDGEWOOD AV"
"65","0.14",NA,"2","1946 CHAPEL ST"
NA,"3.74",NA,NA,"CHAPEL ST"
"68","0.13","3200","3","1940 CHAPEL ST"
"78","0.18","3700","1","1934 CHAPEL ST"
"68","0.18","3200","1","1930 CHAPEL ST"
"68","0.26","3200","3","1926 CHAPEL ST"
"78","0.13",NA,"3","1922 CHAPEL ST"
"68","0.11","3200","3","1918 CHAPEL ST"
"68","0.15",NA,"3","1914 CHAPEL ST"
"68","0.18",NA,"3","1910 CHAPEL ST"
"63","0.18",NA,"3","1906 CHAPEL ST"
"78","0.36",NA,"1","213 CENTRAL AV"
"68","0.13",NA,"1","96 WESTWOOD RD"
"78","0.14","3700","1","86 WESTWOOD RD"
"78","0.13",NA,"1","28 WEST ROCK AV"
"68","0.13",NA,"1","24 WEST ROCK AV"
"78","0.14","3700","3","18 WEST ROCK AV"
"50","0.13","2400","1","14 WEST ROCK AV"
"68","0.13","3200","1","8 WEST ROCK AV"
"68","0.14",NA,"1","4 WEST ROCK AV"
"78","0.19","3700","1","1931 CHAPEL ST"
"68","0.13","3200","1","1945 CHAPEL ST"
"68","0.14",NA,"1","239 CENTRAL AV"
"68","0.13","3200","1","245 CENTRAL AV"
"68","0.21","3200","1","249 CENTRAL AV"
"68","0.13",NA,"1","253 CENTRAL AV"
"78","0.18","3700","1","790 EDGEWOOD AV"
"78","0.16","3700","1","780 EDGEWOOD AV"
"55","0.18","2600","1","770 EDGEWOOD AV"
"68","0.16","3200","1","766 EDGEWOOD AV"
"78","0.15","3700","1","760 EDGEWOOD AV"
"78","0.17","3700","1","80 WEST ROCK AV"
"78","0.21","3700","1","74 WEST ROCK AV"
"78","0.21","3700","1","70 WEST ROCK AV"
"78","0.21","3700","1","68 WEST ROCK AV"
"78","0.21","3700","1","62 WEST ROCK AV"
"68","0.21",NA,"1","54 WEST ROCK AV"
"78","0.08","3700","1","44 WEST ROCK AV"
"78","0.12","3700","1","71 WESTWOOD RD"
"78","0.24","2400","1","75 WESTWOOD RD"
"68","0.17","3200","1","275 CENTRAL AV"
"68","0.2","3200","1","279 CENTRAL AV"
"78","0.22","3700","1","285 CENTRAL AV"
"68","0.2","3200","1","289 CENTRAL AV"
"68","0.26","3200","1","295 CENTRAL AV"
"68","0.21","3200","1","303 CENTRAL AV"
"66","0.18","3100","1","309 CENTRAL AV"
"68","0.2","3200","1","315 CENTRAL AV"
"78","0.15","3700","2","27 WEST ROCK AV"
"68","0.14","3200","3","46 WESTWOOD RD"
"78","0.13","3700","1","42 WESTWOOD RD"
"68","0.13","3200","3","38 WESTWOOD RD"
"68","0.13","3200","3","32 WESTWOOD RD"
"68","0.14","3200","1","30 WESTWOOD RD"
"78","0.15","3700","1","26 WESTWOOD RD"
"68","0.15",NA,"3","20 WESTWOOD RD"
"78","0.15","3700","1","16 WESTWOOD RD"
"68","0.15","3200","1","12 WESTWOOD RD"
"68","0.18","3200","1","198 YALE AV"
"78","0.24","3700","1","188 YALE AV"
"68","0.28","2400","1","180 YALE AV"
"73","0.21",NA,"1","1839 CHAPEL ST"
"63","0.12",NA,"3","1847 CHAPEL ST"
"85","0.14","4000","2","1853 CHAPEL ST"
"63","0.14","3000","3","1859 CHAPEL ST"
"73","0.13",NA,"3","1863 CHAPEL ST"
"73","0.15",NA,"3","1867 CHAPEL ST"
"63","0.16","3000","1","1873 CHAPEL ST"
"73","0.16","3400","1","1877 CHAPEL ST"
"63","0.16","3000","1","1881 CHAPEL ST"
"73","0.18","3400","1","1885 CHAPEL ST"
"63","0.2","3000","1","1887 CHAPEL ST"
"63","0.19","3000","1","1891 CHAPEL ST"
"50","0.17","2400","1","1897 CHAPEL ST"
"90","0.14","4200","2","3 WEST ROCK AV"
"68","0.15","3200","2","9 WEST ROCK AV"
"68","0.14","3200","3","15 WEST ROCK AV"
"78","0.15","3700","2","19 WEST ROCK AV"
"68","0.15","3200","2","23 WEST ROCK AV"
"78","0.18","3700","1","750 EDGEWOOD AV"
"68","0.15","3200","1","744 EDGEWOOD AV"
"78","0.15","3700","1","740 EDGEWOOD AV"
"68","0.12","3200","1","736 EDGEWOOD AV"
"68","0.17","3200","1","732 EDGEWOOD AV"
"78","0.19","3700","1","262 YALE AV"
